X_features	Y_features	association	p-values	q-values
s_Anaerotruncus_colihominis	Adenosine	0.190296075	0.145291828	0.552746176
g_Dysosmobacter	Adenosine	0.007697866	0.953450783	0.985832453
s_Dysosmobacter_welbionis	Adenosine	0.075210421	0.567910027	0.842367791
g_Faecalibacterium	Adenosine	0.026289097	0.84196142	0.954634553
s_Faecalibacterium_duncaniae	Adenosine	-0.128963568	0.326079002	0.719443318
s_Faecalibacterium_prausnitzii	Adenosine	0.093430414	0.47767913	0.798743643
g_Oscillibacter	Adenosine	-0.023733332	0.857155951	0.957968824
s_Oscillibacter_sp._NSJ-62	Adenosine	-0.023733332	0.857155951	0.957968824
g_Vescimonas	Adenosine	0.051764077	0.694473355	0.901155866
g_Clostridioides	Adenosine	-0.076033793	0.563667373	0.840604173
s_Clostridioides_difficile	Adenosine	-0.102184305	0.437216184	0.780036952
g_Intestinimonas	Adenosine	-0.023581575	0.85805986	0.957968824
s_Intestinimonas_butyriciproducens	Adenosine	-0.023581575	0.85805986	0.957968824
g_Massilistercora	Adenosine	0.190246493	0.145398661	0.552746176
s_Massilistercora_timonensis	Adenosine	0.190246493	0.145398661	0.552746176
g_Erysipelatoclostridium	Adenosine	0.007003015	0.957648528	0.987078319
s_.Clostridium._innocuum	Adenosine	-0.005557949	0.966382027	0.990658528
s_Erysipelatoclostridium_ramosum	Adenosine	-0.003470209	0.979006298	0.99356341
g_Faecalibaculum	Adenosine	-0.109060671	0.406828416	0.76775322
s_Faecalibaculum_rodentium	Adenosine	-0.109060671	0.406828416	0.76775322
g_Longicatena	Adenosine	0.087228393	0.507510022	0.813682868
s_Longicatena_caecimuris	Adenosine	0.087228393	0.507510022	0.813682868
g_Turicimonas	Adenosine	0.124264848	0.344160594	0.732070072
s_Turicimonas_muris	Adenosine	0.124264848	0.344160594	0.732070072
g_Desulfovibrio	Adenosine	0.112059622	0.393969888	0.763101976
g_Helicobacter	Adenosine	0.040809618	0.756873332	0.927079296
s_Helicobacter_apodemus	Adenosine	-0.17597568	0.178641334	0.588440649
s_Helicobacter_cinaedi	Adenosine	0.245076794	0.059117835	0.390936749
s_Helicobacter_hepaticus	Adenosine	0.026542382	0.840458609	0.95389284
s_Helicobacter_typhlonius	Adenosine	0.011986882	0.927572031	0.977382751
g_Akkermansia	Adenosine	-0.202387748	0.12094772	0.52208128
s_Akkermansia_muciniphila	Adenosine	-0.202387748	0.12094772	0.52208128
g_Bifidobacterium	Alanine	-0.454840853	0.000261173	0.029251368
s_Bifidobacterium_pseudolongum	Alanine	-0.25216071	0.051934603	0.381538131
g_Curtobacterium	Alanine	-0.154429126	0.238747668	0.650389206
s_Curtobacterium_flaccumfaciens	Alanine	-0.154429126	0.238747668	0.650389206
g_Adlercreutzia	Alanine	-0.141629949	0.280393603	0.689379032
s_Adlercreutzia_equolifaciens	Alanine	-0.241445301	0.063100163	0.398598802
s_Adlercreutzia_hattorii	Alanine	0.031272846	0.812501116	0.945556846
s_Bacteroides_caccae	Alanine	-0.063025119	0.63236769	0.872543004
s_Bacteroides_caecimuris	Alanine	0.257229544	0.047244443	0.367478424
s_Bacteroides_fragilis	Alanine	0.024163345	0.854595673	0.957968824
s_Bacteroides_intestinalis	Alanine	-0.136115102	0.299735956	0.700817862
s_Bacteroides_luhongzhouii	Alanine	0.234294852	0.071571514	0.420315106
s_Bacteroides_ovatus	Alanine	-0.005446988	0.967052814	0.990658528
s_Bacteroides_sp._CBA7301	Alanine	-0.122147299	0.352509129	0.737224828
s_Bacteroides_thetaiotaomicron	Alanine	0.189625765	0.146741072	0.554266788
s_Bacteroides_xylanisolvens	Alanine	0.269735068	0.037141098	0.330669237
s_Bacteroides_zhangwenhongii	Alanine	0.339153463	0.008028278	0.176678453
s_Phocaeicola_dorei	Alanine	0.420420728	0.000824287	0.054675265
g_Duncaniella	Alanine	0.011495894	0.930531249	0.978622343
s_Duncaniella_dubosii	Alanine	0.060264188	0.647382988	0.880002844
g_Muribaculum	Alanine	-0.147159674	0.261846734	0.672594797
s_Muribaculum_gordoncarteri	Alanine	-0.18236343	0.163139045	0.573426387
s_Muribaculum_intestinale	Alanine	-0.048696891	0.711763303	0.910313914
g_Sodaliphilus	Alanine	-0.221311263	0.089253014	0.456145416
s_Sodaliphilus_pleomorphus	Alanine	-0.221311263	0.089253014	0.456145416
g_Odoribacter	Alanine	0.02592089	0.844147086	0.954902968
s_Odoribacter_splanchnicus	Alanine	0.02592089	0.844147086	0.954902968
g_Prevotella	Alanine	-0.23535331	0.070263184	0.416390197
s_Alistipes_communis	Alanine	0.136407958	0.298687544	0.700753067
s_Alistipes_dispar	Alanine	0.258143015	0.046437294	0.363613867
s_Alistipes_finegoldii	Alanine	0.484041465	8.91E-05	0.015871982
s_Alistipes_onderdonkii	Alanine	0.366943629	0.003928117	0.122268748
s_Alistipes_senegalensis	Alanine	0.24917768	0.054867616	0.383004663
s_Alistipes_shahii	Alanine	-0.052237756	0.691816672	0.899010497
s_Parabacteroides_goldsteinii	Alanine	-0.10581072	0.42103468	0.773529376
s_Parabacteroides_johnsonii	Alanine	0.051491884	0.696001634	0.90210078
s_Parabacteroides_merdae	Alanine	-0.100039827	0.446946786	0.7829124
g_Mucispirillum	Alanine	0.356704436	0.005148904	0.140452613
s_Mucispirillum_schaedleri	Alanine	0.356704436	0.005148904	0.140452613
g_Staphylococcus	Alanine	-0.338040091	0.008250958	0.178875549
g_Enterococcus	Alanine	0.26411994	0.041430663	0.349888085
s_Enterococcus_faecalis	Alanine	0.252802554	0.051320524	0.379906936
s_Enterococcus_faecium	Alanine	0.099787171	0.448101062	0.783796578
g_Lactobacillus	Alanine	-0.029382362	0.82364822	0.948357272
s_Lactobacillus_intestinalis	Alanine	-0.059441099	0.651886879	0.882163741
s_Lactobacillus_johnsonii	Alanine	-0.051720976	0.694715273	0.901249369
s_Lactobacillus_taiwanensis	Alanine	0.187071098	0.152363181	0.561341772
g_Ligilactobacillus	Alanine	-0.101643676	0.439658031	0.780936802
s_Ligilactobacillus_murinus	Alanine	-0.105463793	0.422567735	0.773529376
g_Limosilactobacillus	Alanine	0.190607836	0.144621435	0.552746176
s_Limosilactobacillus_reuteri	Alanine	0.18800166	0.150297077	0.558734326
g_Candidatus_Arthromitus	Alanine	0.007223113	0.956318737	0.986643088
g_Clostridium	Alanine	-0.226454823	0.081877764	0.44118308
s_Clostridium_sp._MD294	Alanine	-0.213173853	0.101973615	0.486556495
g_Hungatella	Alanine	0.078901484	0.549008098	0.83435396
s_Hungatella_hathewayi	Alanine	0.078901484	0.549008098	0.83435396
g_Eubacterium	Alanine	0.271232287	0.036061678	0.329466637
g_Blautia	Alanine	0.164800565	0.208279445	0.621639813
s_Blautia_producta	Alanine	0.202415353	0.120895946	0.52208128
s_Blautia_pseudococcoides	Alanine	0.116101385	0.377024498	0.753808623
s_Blautia_wexlerae	Alanine	0.064692918	0.623367886	0.86873978
g_Coprococcus	Alanine	0.146159165	0.265139759	0.675534892
s_Enterocloster_bolteae	Alanine	0.353664298	0.005570502	0.145849731
s_Enterocloster_clostridioformis	Alanine	-0.299128222	0.02024736	0.256031135
g_Faecalicatena	Alanine	-0.059658919	0.650693768	0.881934373
s_Faecalicatena_sp._Marseille.Q4148	Alanine	-0.059658919	0.650693768	0.881934373
s_.Clostridium._scindens	Alanine	0.255872886	0.048464369	0.370241803
s_Lachnoclostridium_phocaeense	Alanine	0.160016494	0.221973746	0.635571484
s_Lachnoclostridium_sp._YL32	Alanine	0.19453495	0.136373376	0.541043523
g_Marvinbryantia	Alanine	-0.110462077	0.400789558	0.764872086
s_Marvinbryantia_formatexigens	Alanine	-0.110462077	0.400789558	0.764872086
g_Mediterraneibacter	Alanine	0.096859604	0.46159547	0.790586233
s_.Ruminococcus._gnavus	Alanine	-0.116190202	0.37665711	0.753734598
g_Roseburia	Alanine	0.043734985	0.740038625	0.920024233
s_Roseburia_intestinalis	Alanine	-0.145954754	0.265815949	0.67612299
g_Simiaoa	Alanine	0.108175645	0.410669197	0.768299953
.s_Simiaoa_sunii	Alanine	0.108175645	0.410669197	0.768299953
g_Acutalibacter	Alanine	0.222138024	0.088033607	0.453181935
s_Acutalibacter_muris	Alanine	0.222138024	0.088033607	0.453181935
g_Anaerotruncus	Alanine	0.226752387	0.081466291	0.440215814
s_Anaerotruncus_colihominis	Alanine	0.226752387	0.081466291	0.440215814
g_Dysosmobacter	Alanine	0.354771061	0.005413633	0.143874186
s_Dysosmobacter_welbionis	Alanine	0.326895517	0.010793472	0.202988479
g_Faecalibacterium	Alanine	0.131881462	0.315158927	0.712813344
s_Faecalibacterium_duncaniae	Alanine	0.175199447	0.180595501	0.590714463
s_Faecalibacterium_prausnitzii	Alanine	0.074010306	0.574120467	0.845234127
g_Oscillibacter	Alanine	0.134649271	0.305019452	0.705427152
s_Oscillibacter_sp._NSJ-62	Alanine	0.134649271	0.305019452	0.705427152
g_Vescimonas	Alanine	0.572747956	1.74E-06	0.002177779
g_Clostridioides	Alanine	-0.037879853	0.773846712	0.933880999
s_Clostridioides_difficile	Alanine	-0.02656231	0.840340401	0.95389284
g_Intestinimonas	Alanine	0.148851507	0.256341177	0.670200048
s_Intestinimonas_butyriciproducens	Alanine	0.148851507	0.256341177	0.670200048
g_Massilistercora	Alanine	0.103300512	0.432198762	0.777387621
s_Massilistercora_timonensis	Alanine	0.103300512	0.432198762	0.777387621
g_Erysipelatoclostridium	Alanine	-0.256551215	0.047851224	0.368921803
s_.Clostridium._innocuum	Alanine	-0.252088524	0.052004039	0.381538131
s_Erysipelatoclostridium_ramosum	Alanine	-0.158513206	0.226403684	0.640159964
g_Faecalibaculum	Alanine	-0.29087757	0.024150461	0.276844909
s_Faecalibaculum_rodentium	Alanine	-0.29087757	0.024150461	0.276844909
g_Longicatena	Alanine	-0.088846201	0.499637904	0.810365377
s_Longicatena_caecimuris	Alanine	-0.088846201	0.499637904	0.810365377
g_Turicimonas	Alanine	-0.181495995	0.165184186	0.573938186
s_Turicimonas_muris	Alanine	-0.181495995	0.165184186	0.573938186
g_Desulfovibrio	Alanine	-0.034680977	0.792499908	0.937752934
g_Helicobacter	Alanine	-0.020001014	0.879436762	0.965260371
s_Helicobacter_apodemus	Alanine	-0.143150991	0.275207508	0.685982487
s_Helicobacter_cinaedi	Alanine	-0.050179933	0.703384617	0.907065359
s_Helicobacter_hepaticus	Alanine	0.203934298	0.118073034	0.517809347
s_Helicobacter_typhlonius	Alanine	0.162685451	0.214258466	0.627857019
g_Akkermansia	Alanine	-0.161688603	0.217117758	0.630883751
s_Akkermansia_muciniphila	Alanine	-0.161688603	0.217117758	0.630883751
g_Bifidobacterium	Allantoin	-0.137887274	0.293428134	0.698176813
s_Bifidobacterium_pseudolongum	Allantoin	-0.223191723	0.086498491	0.450523809
g_Curtobacterium	Allantoin	-0.135545246	0.301782858	0.701940325
s_Curtobacterium_flaccumfaciens	Allantoin	-0.135545246	0.301782858	0.701940325
g_Adlercreutzia	Allantoin	-0.069980006	0.59520255	0.85578241
s_Adlercreutzia_equolifaciens	Allantoin	-0.036350011	0.782752329	0.935830322
s_Adlercreutzia_hattorii	Allantoin	0.031734876	0.809782316	0.944043622
s_Bacteroides_caccae	Allantoin	-0.069637901	0.597007796	0.855937296
s_Bacteroides_caecimuris	Allantoin	0.009386219	0.943256533	0.982899206
s_Bacteroides_fragilis	Allantoin	0.084695882	0.519959122	0.820501167
s_Bacteroides_intestinalis	Allantoin	0.104248742	0.427962045	0.774851238
s_Bacteroides_luhongzhouii	Allantoin	-0.092075491	0.484115295	0.801047653
s_Bacteroides_ovatus	Allantoin	-0.086262886	0.512238136	0.816812574
s_Bacteroides_sp._CBA7301	Allantoin	-0.155781733	0.234609288	0.647823716
s_Bacteroides_thetaiotaomicron	Allantoin	-0.16940662	0.195668881	0.60856043
s_Bacteroides_xylanisolvens	Allantoin	0.109527537	0.404810777	0.76653676
s_Bacteroides_zhangwenhongii	Allantoin	-0.1137259	0.386930201	0.757425597
s_Phocaeicola_dorei	Allantoin	-0.085985056	0.513602808	0.816868923
g_Duncaniella	Allantoin	-0.00715898	0.956706204	0.986643088
s_Duncaniella_dubosii	Allantoin	0.116691381	0.374588052	0.753018033
g_Muribaculum	Allantoin	-0.120547602	0.358898028	0.74270353
s_Muribaculum_gordoncarteri	Allantoin	-0.167122421	0.201852729	0.615469285
s_Muribaculum_intestinale	Allantoin	0.02088036	0.874178295	0.964016926
g_Sodaliphilus	Allantoin	0.001691114	0.989768403	0.996695125
s_Sodaliphilus_pleomorphus	Allantoin	0.001691114	0.989768403	0.996695125
g_Odoribacter	Allantoin	0.37233636	0.003394401	0.114153794
s_Odoribacter_splanchnicus	Allantoin	0.37233636	0.003394401	0.114153794
g_Prevotella	Allantoin	-0.032018863	0.808112309	0.943695242
s_Alistipes_communis	Allantoin	0.336613355	0.008544165	0.181657645
s_Alistipes_dispar	Allantoin	0.240137233	0.064586423	0.401472792
s_Alistipes_finegoldii	Allantoin	0.189995852	0.1459396	0.553187323
s_Alistipes_onderdonkii	Allantoin	0.401831515	0.001460648	0.077162732
s_Alistipes_senegalensis	Allantoin	0.133847358	0.307935205	0.708539111
s_Alistipes_shahii	Allantoin	0.365423441	0.004091397	0.123668632
s_Parabacteroides_goldsteinii	Allantoin	0.099466962	0.449566326	0.784617414
s_Parabacteroides_johnsonii	Allantoin	0.062226401	0.636696707	0.874709735
s_Parabacteroides_merdae	Allantoin	-0.057663738	0.661654605	0.884814731
g_Mucispirillum	Allantoin	0.177406382	0.175079769	0.584670753
s_Mucispirillum_schaedleri	Allantoin	0.177406382	0.175079769	0.584670753
g_Staphylococcus	Allantoin	0.121081702	0.356757093	0.741429071
g_Enterococcus	Allantoin	-0.07620337	0.562795435	0.840241126
s_Enterococcus_faecalis	Allantoin	-0.04215844	0.749096722	0.924734628
s_Enterococcus_faecium	Allantoin	-0.059658999	0.650693329	0.881934373
g_Lactobacillus	Allantoin	-0.105913138	0.420582704	0.773529376
s_Lactobacillus_intestinalis	Allantoin	-0.094219038	0.473954095	0.796936961
s_Lactobacillus_johnsonii	Allantoin	-0.219290776	0.092288835	0.4619567
s_Lactobacillus_taiwanensis	Allantoin	0.072754453	0.580652681	0.848126132
g_Ligilactobacillus	Allantoin	-0.035596536	0.787148796	0.937094519
s_Ligilactobacillus_murinus	Allantoin	-0.043869251	0.739268799	0.919652476
g_Limosilactobacillus	Allantoin	0.03770344	0.774872205	0.933880999
s_Limosilactobacillus_reuteri	Allantoin	0.030425244	0.817494503	0.94748693
g_Candidatus_Arthromitus	Allantoin	-0.195780343	0.133832995	0.537042548
g_Clostridium	Allantoin	-0.078748785	0.549784035	0.835229615
s_Clostridium_sp._MD294	Allantoin	0.001670429	0.989893545	0.996695125
g_Hungatella	Allantoin	0.300780788	0.019533723	0.253433512
s_Hungatella_hathewayi	Allantoin	0.300780788	0.019533723	0.253433512
g_Eubacterium	Allantoin	0.08229263	0.531912991	0.825173502
g_Blautia	Allantoin	0.148888976	0.256220139	0.670200048
s_Blautia_producta	Allantoin	-0.073858481	0.574908369	0.845548654
s_Blautia_pseudococcoides	Allantoin	0.135463819	0.302076081	0.702231719
s_Blautia_wexlerae	Allantoin	0.177861851	0.173956835	0.584234147
g_Coprococcus	Allantoin	0.036881295	0.779656375	0.935830322
s_Enterocloster_bolteae	Allantoin	0.019588038	0.881908152	0.965478904
s_Enterocloster_clostridioformis	Allantoin	0.218145311	0.094045445	0.466102751
g_Faecalicatena	Allantoin	-0.192402946	0.14080617	0.546664376
s_Faecalicatena_sp._Marseille.Q4148	Allantoin	-0.192402946	0.14080617	0.546664376
s_.Clostridium._scindens	Allantoin	-0.072544335	0.58174889	0.848541637
s_Lachnoclostridium_phocaeense	Allantoin	0.01095737	0.93377804	0.979827206
s_Lachnoclostridium_sp._YL32	Allantoin	0.130927979	0.318701248	0.715484058
g_Marvinbryantia	Allantoin	0.107207222	0.414895834	0.769889548
s_Marvinbryantia_formatexigens	Allantoin	0.107207222	0.414895834	0.769889548
g_Mediterraneibacter	Allantoin	-0.074593635	0.571097901	0.843955961
s_.Ruminococcus._gnavus	Allantoin	-0.098073457	0.45597366	0.787950626
g_Roseburia	Allantoin	0.015809635	0.904568496	0.972307824
s_Roseburia_intestinalis	Allantoin	0.026754553	0.839200178	0.953575011
g_Simiaoa	Allantoin	-0.055680959	0.672617739	0.890106226
.s_Simiaoa_sunii	Allantoin	-0.055680959	0.672617739	0.890106226
g_Acutalibacter	Allantoin	-0.002684655	0.983757927	0.994439263
s_Acutalibacter_muris	Allantoin	-0.002684655	0.983757927	0.994439263
g_Anaerotruncus	Allantoin	-0.085514047	0.515920555	0.817854185
s_Anaerotruncus_colihominis	Allantoin	-0.085514047	0.515920555	0.817854185
g_Dysosmobacter	Allantoin	-0.034244266	0.795055699	0.938951651
s_Dysosmobacter_welbionis	Allantoin	0.009980116	0.939672658	0.981535001
g_Faecalibacterium	Allantoin	0.02728367	0.836063625	0.952845184
s_Faecalibacterium_duncaniae	Allantoin	-0.165603164	0.206041782	0.619875571
s_Faecalibacterium_prausnitzii	Allantoin	0.103389046	0.431802193	0.777387621
g_Oscillibacter	Allantoin	-0.025657037	0.845714037	0.955534472
s_Oscillibacter_sp._NSJ-62	Allantoin	-0.025657037	0.845714037	0.955534472
g_Vescimonas	Allantoin	0.197085014	0.131210104	0.534209524
g_Clostridioides	Allantoin	0.107366312	0.414199777	0.769609261
s_Clostridioides_difficile	Allantoin	0.114565165	0.383412967	0.756763241
g_Intestinimonas	Allantoin	0.021650096	0.869579717	0.961312062
s_Intestinimonas_butyriciproducens	Allantoin	0.021650096	0.869579717	0.961312062
g_Massilistercora	Allantoin	0.173115186	0.185919017	0.596309935
s_Massilistercora_timonensis	Allantoin	0.173115186	0.185919017	0.596309935
g_Erysipelatoclostridium	Allantoin	0.037664192	0.775100408	0.933880999
s_.Clostridium._innocuum	Allantoin	0.041919808	0.750470772	0.924835972
s_Erysipelatoclostridium_ramosum	Allantoin	0.04391667	0.738996974	0.919652476
g_Faecalibaculum	Allantoin	-0.022628002	0.8637437	0.959026214
s_Faecalibaculum_rodentium	Allantoin	-0.022628002	0.8637437	0.959026214
g_Longicatena	Allantoin	-0.155859495	0.234372884	0.647571245
s_Longicatena_caecimuris	Allantoin	-0.155859495	0.234372884	0.647571245
g_Turicimonas	Allantoin	-0.016869122	0.898205965	0.970910446
s_Turicimonas_muris	Allantoin	-0.016869122	0.898205965	0.970910446
g_Desulfovibrio	Allantoin	-0.073829378	0.575059454	0.845548654
g_Helicobacter	Allantoin	-0.225777653	0.082820277	0.441708144
s_Helicobacter_apodemus	Allantoin	-0.074262647	0.572812036	0.844689082
s_Helicobacter_cinaedi	Allantoin	-0.154239019	0.239333308	0.650578721
s_Helicobacter_hepaticus	Allantoin	-0.115032961	0.381460806	0.756763241
s_Helicobacter_typhlonius	Allantoin	-0.095120464	0.469715361	0.793739457
g_Akkermansia	Allantoin	0.017029019	0.897246281	0.970724517
s_Akkermansia_muciniphila	Allantoin	0.017029019	0.897246281	0.970724517
g_Bifidobacterium	Arabinose_Ribose	-0.062931821	0.632872732	0.87265907
s_Bifidobacterium_pseudolongum	Arabinose_Ribose	-0.165185875	0.207203061	0.620906531
g_Curtobacterium	Arabinose_Ribose	0.083507046	0.525855534	0.823187541
s_Curtobacterium_flaccumfaciens	Arabinose_Ribose	0.083507046	0.525855534	0.823187541
g_Adlercreutzia	Arabinose_Ribose	-0.159391708	0.223807485	0.637710513
s_Adlercreutzia_equolifaciens	Arabinose_Ribose	-0.046435223	0.72460618	0.914165696
s_Adlercreutzia_hattorii	Arabinose_Ribose	-0.096124794	0.465016887	0.791932039
s_Bacteroides_caccae	Arabinose_Ribose	0.019036158	0.885212533	0.96670402
s_Bacteroides_caecimuris	Arabinose_Ribose	0.10621206	0.419265144	0.773420877
s_Bacteroides_fragilis	Arabinose_Ribose	0.172971091	0.186291187	0.597198224
s_Bacteroides_intestinalis	Arabinose_Ribose	0.256255584	0.048117661	0.36967389
s_Bacteroides_luhongzhouii	Arabinose_Ribose	0.082823976	0.529258425	0.824415458
s_Bacteroides_ovatus	Arabinose_Ribose	-0.106189113	0.419366206	0.773493558
s_Bacteroides_sp._CBA7301	Arabinose_Ribose	-0.198148468	0.129101017	0.532803924
s_Bacteroides_thetaiotaomicron	Arabinose_Ribose	-0.170576684	0.192554162	0.605598959
s_Bacteroides_xylanisolvens	Arabinose_Ribose	0.015805836	0.904591322	0.972307824
s_Bacteroides_zhangwenhongii	Arabinose_Ribose	0.181297754	0.165654203	0.573938186
s_Phocaeicola_dorei	Arabinose_Ribose	-0.15182353	0.246860377	0.659556244
g_Duncaniella	Arabinose_Ribose	-0.222134938	0.088038134	0.453181935
s_Duncaniella_dubosii	Arabinose_Ribose	-0.09293109	0.480045705	0.800027169
g_Muribaculum	Arabinose_Ribose	-0.259368033	0.045372638	0.36011138
s_Muribaculum_gordoncarteri	Arabinose_Ribose	-0.348268453	0.006393866	0.158418259
s_Muribaculum_intestinale	Arabinose_Ribose	-0.011817207	0.928594564	0.977932843
g_Sodaliphilus	Arabinose_Ribose	0.036004156	0.784769534	0.935969209
s_Sodaliphilus_pleomorphus	Arabinose_Ribose	0.036004156	0.784769534	0.935969209
g_Odoribacter	Arabinose_Ribose	0.034698335	0.792398367	0.937752934
s_Odoribacter_splanchnicus	Arabinose_Ribose	0.034698335	0.792398367	0.937752934
g_Prevotella	Arabinose_Ribose	-0.195645677	0.134105958	0.537452119
s_Alistipes_communis	Arabinose_Ribose	0.093879146	0.475557653	0.797643137
s_Alistipes_dispar	Arabinose_Ribose	0.408937154	0.001178254	0.069065519
s_Alistipes_finegoldii	Arabinose_Ribose	0.429895479	0.000607975	0.047076773
s_Alistipes_onderdonkii	Arabinose_Ribose	0.361272167	0.004568221	0.133264561
s_Alistipes_senegalensis	Arabinose_Ribose	-0.183123689	0.161361934	0.571805675
s_Alistipes_shahii	Arabinose_Ribose	-0.044537141	0.735443165	0.918838776
s_Parabacteroides_goldsteinii	Arabinose_Ribose	0.176906778	0.176317563	0.586129609
s_Parabacteroides_johnsonii	Arabinose_Ribose	0.106941543	0.416059737	0.770908913
s_Parabacteroides_merdae	Arabinose_Ribose	-0.138754758	0.290372292	0.695030065
g_Mucispirillum	Arabinose_Ribose	0.289482538	0.024869469	0.279699693
s_Mucispirillum_schaedleri	Arabinose_Ribose	0.289482538	0.024869469	0.279699693
g_Staphylococcus	Arabinose_Ribose	0.016244704	0.901955031	0.971529655
g_Enterococcus	Arabinose_Ribose	-0.070082109	0.594664235	0.85554171
s_Enterococcus_faecalis	Arabinose_Ribose	-0.07593716	0.564164529	0.840786065
s_Enterococcus_faecium	Arabinose_Ribose	0.036112602	0.784136869	0.935969209
g_Lactobacillus	Arabinose_Ribose	0.044305602	0.736768686	0.919327938
s_Lactobacillus_intestinalis	Arabinose_Ribose	-0.062772223	0.633737057	0.872965439
s_Lactobacillus_johnsonii	Arabinose_Ribose	0.046130967	0.726339765	0.914963448
s_Lactobacillus_taiwanensis	Arabinose_Ribose	0.071204586	0.588760575	0.853213107
g_Ligilactobacillus	Arabinose_Ribose	-0.201180933	0.123227721	0.525810739
s_Ligilactobacillus_murinus	Arabinose_Ribose	-0.215783063	0.097750388	0.475831648
g_Limosilactobacillus	Arabinose_Ribose	0.135271229	0.302770338	0.702550486
s_Limosilactobacillus_reuteri	Arabinose_Ribose	0.137591796	0.294473779	0.698404258
g_Candidatus_Arthromitus	Arabinose_Ribose	-0.06911296	0.599782549	0.856585772
g_Clostridium	Arabinose_Ribose	-0.222956073	0.086839964	0.451251247
s_Clostridium_sp._MD294	Arabinose_Ribose	-0.202070676	0.121543618	0.523213157
g_Hungatella	Arabinose_Ribose	0.228082412	0.079647063	0.437851184
s_Hungatella_hathewayi	Arabinose_Ribose	0.228082412	0.079647063	0.437851184
g_Eubacterium	Arabinose_Ribose	0.222646175	0.087290641	0.45228162
g_Blautia	Arabinose_Ribose	0.195415055	0.134574393	0.538796
s_Blautia_producta	Arabinose_Ribose	0.074834399	0.569852522	0.84309768
s_Blautia_pseudococcoides	Arabinose_Ribose	0.108568362	0.408962326	0.768299953
s_Blautia_wexlerae	Arabinose_Ribose	0.136663342	0.297775228	0.700706741
g_Coprococcus	Arabinose_Ribose	0.148520059	0.257413559	0.670883195
s_Enterocloster_bolteae	Arabinose_Ribose	0.177385531	0.175131302	0.584670753
s_Enterocloster_clostridioformis	Arabinose_Ribose	0.105380395	0.422936744	0.773529376
g_Faecalicatena	Arabinose_Ribose	-0.285388133	0.027084788	0.29327287
s_Faecalicatena_sp._Marseille.Q4148	Arabinose_Ribose	-0.285388133	0.027084788	0.29327287
s_.Clostridium._scindens	Arabinose_Ribose	0.118172074	0.368515277	0.748235694
s_Lachnoclostridium_phocaeense	Arabinose_Ribose	-0.007086853	0.957141984	0.986718364
s_Lachnoclostridium_sp._YL32	Arabinose_Ribose	0.249407444	0.054637026	0.383004663
g_Marvinbryantia	Arabinose_Ribose	-0.053285278	0.685954672	0.896687725
s_Marvinbryantia_formatexigens	Arabinose_Ribose	-0.053285278	0.685954672	0.896687725
g_Mediterraneibacter	Arabinose_Ribose	-0.128598708	0.327461118	0.720197763
s_.Ruminococcus._gnavus	Arabinose_Ribose	0.052449944	0.690627789	0.898810044
g_Roseburia	Arabinose_Ribose	0.231973933	0.074508387	0.426802109
s_Roseburia_intestinalis	Arabinose_Ribose	0.133330579	0.3098237	0.709513243
g_Simiaoa	Arabinose_Ribose	0.225955002	0.082572613	0.441592919
.s_Simiaoa_sunii	Arabinose_Ribose	0.225955002	0.082572613	0.441592919
g_Acutalibacter	Arabinose_Ribose	0.108837635	0.407794359	0.768132988
s_Acutalibacter_muris	Arabinose_Ribose	0.108837635	0.407794359	0.768132988
g_Anaerotruncus	Arabinose_Ribose	-0.10896417	0.407246187	0.767989275
s_Anaerotruncus_colihominis	Arabinose_Ribose	-0.10896417	0.407246187	0.767989275
g_Dysosmobacter	Arabinose_Ribose	-0.15344732	0.241782802	0.653339572
s_Dysosmobacter_welbionis	Arabinose_Ribose	-0.129843114	0.322762419	0.717732797
g_Faecalibacterium	Arabinose_Ribose	0.154694742	0.237931068	0.650389206
s_Faecalibacterium_duncaniae	Arabinose_Ribose	0.098181257	0.455476215	0.787524967
s_Faecalibacterium_prausnitzii	Arabinose_Ribose	0.132757994	0.311924806	0.710495966
g_Oscillibacter	Arabinose_Ribose	-0.240538503	0.064127529	0.400007819
s_Oscillibacter_sp._NSJ-62	Arabinose_Ribose	-0.240538503	0.064127529	0.400007819
g_Vescimonas	Arabinose_Ribose	0.158502945	0.226434133	0.640159964
g_Clostridioides	Arabinose_Ribose	0.182062496	0.163846435	0.573500284
s_Clostridioides_difficile	Arabinose_Ribose	0.192880211	0.139804604	0.545138003
g_Intestinimonas	Arabinose_Ribose	-0.244553803	0.059678501	0.391583602
s_Intestinimonas_butyriciproducens	Arabinose_Ribose	-0.244553803	0.059678501	0.391583602
g_Massilistercora	Arabinose_Ribose	0.128250515	0.328783548	0.720197763
s_Massilistercora_timonensis	Arabinose_Ribose	0.128250515	0.328783548	0.720197763
g_Erysipelatoclostridium	Arabinose_Ribose	-0.104676894	0.426056792	0.774749511
s_.Clostridium._innocuum	Arabinose_Ribose	-0.088468399	0.501470591	0.810923063
s_Erysipelatoclostridium_ramosum	Arabinose_Ribose	-0.158513206	0.226403684	0.640159964
g_Faecalibaculum	Arabinose_Ribose	-0.054499314	0.679183827	0.89419229
s_Faecalibaculum_rodentium	Arabinose_Ribose	-0.054499314	0.679183827	0.89419229
g_Longicatena	Arabinose_Ribose	0.011482546	0.930611708	0.978622343
s_Longicatena_caecimuris	Arabinose_Ribose	0.011482546	0.930611708	0.978622343
